TotalRows
Total Borrower Account AR Logs: 2409

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
Refund of $ approved.,4/22/2013,1000236425,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1000024931,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003383492,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003389782,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002587551,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002575071,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003339807,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000041725,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000631477,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002744119,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003572806,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003255658,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003080934,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003470866,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003045902,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003263463,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003243760,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002662241,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003376644,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003446340,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000222831,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002711713,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003307650,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000407772,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000644965,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002604758,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002697335,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003397928,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003183916,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002508541,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003611379,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002649050,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000644955,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003406945,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002865228,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000558148,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003383728,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000638537,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003122447,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002770608,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000042501,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003422394,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003350708,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003480859,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003041414,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003294982,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002787707,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000271963,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000040456,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002787536,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003302588,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002789706,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002801822,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000709793,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003059579,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000131455,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003458435,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002960767,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003123916,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000374716,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002515840,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003646999,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003422304,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000459630,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000196642,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002493363,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000168475,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003088050,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002944846,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000571599,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002949803,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003069423,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002887894,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002693004,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003486024,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002558863,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003676788,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002529476,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003466741,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000448206,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003603073,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003624423,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002447343,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003107644,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003568663,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003505561,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003503233,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002898575,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003589009,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000713020,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002800612,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002800612,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003670696,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002803943,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000182631,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003682432,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003328361,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002640082,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000564914,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000488598,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000656009,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003107689,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003576626,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000167243,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003568767,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000455224,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000545843,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000318724,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000397130,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003433948,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000814967,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000848455,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000331445,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002975998,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002942698,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003013108,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002839638,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003053414,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002728474,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002649870,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002649079,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002652920,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002788658,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002703704,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002754932,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002786123,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002653639,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002757190,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002753609,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002676618,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002832889,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002717181,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000823011,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000860958,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000261707,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000038666,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000022731,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000764406,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000778013,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000859711,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000778976,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003678965,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003184732,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003520243,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000400617,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002450943,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002394266,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000500460,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003648160,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000047530,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003431166,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003086237,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003275495,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003087485,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003112594,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003251563,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003270629,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003273693,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003269991,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003111160,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003260399,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003061521,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003257894,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003266141,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003195994,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003256489,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002889140,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002955370,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002880505,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003007523,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002909664,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002996723,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002682852,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002617481,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002764139,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002620747,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002771060,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002620388,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002643096,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002747849,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002681692,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002670727,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002828041,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002469872,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003566769,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003546452,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003606621,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003598619,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003610622,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003553583,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003561622,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003499536,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003368228,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003098478,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002913232,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003003529,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002762321,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002640944,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002668285,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002823779,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002577819,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003007238,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000305147,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002865446,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002993534,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003029775,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002842807,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002912106,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002994849,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002866713,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002901465,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002964382,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002971098,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002850508,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002898653,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002991922,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002970184,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002880001,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002859271,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002952760,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003577865,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003289061,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003237257,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003255316,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003213002,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002853101,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002865925,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003046522,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003039109,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002840353,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002921571,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003014242,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002919575,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003008099,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002891649,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002912099,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002978511,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002900454,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002984234,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002854192,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002869654,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003037791,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002987227,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003055670,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002701302,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002736197,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002830285,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002777767,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002813035,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002761511,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002652567,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002666080,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002735151,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002619537,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002687229,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002684142,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002744389,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002773926,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002672069,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002694218,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002741773,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002705069,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002774351,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002774351,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002741362,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002741233,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002740847,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002779689,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002749410,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002753623,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002667602,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002809860,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002722109,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002786609,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002755992,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002679826,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002733517,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002691416,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002572567,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000680086,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000758759,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002531311,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002556364,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000333567,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002703997,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000795844,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000773115,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002853078,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002966164,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000175892,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002431215,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002420986,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1000234208,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002680419,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002678828,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002701054,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002786849,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002584060,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002515064,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003415462,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000839672,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000739428,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002980546,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002851460,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000825673,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000460921,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000487092,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000269031,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000152696,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000651316,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000694126,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000542202,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000477823,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000248474,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003163474,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002587693,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003259025,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002949132,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000622158,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002857218,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003158283,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003314308,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003227306,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003230571,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000591292,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000297649,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002916785,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000142835,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000622402,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000469451,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003265178,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003398452,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1000840534,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1000183415,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002995072,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003391205,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003297991,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003061216,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003122776,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002822612,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002689139,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002712211,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002836471,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1000162500,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1000308034,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003417817,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003279689,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002706243,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002588172,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002888908,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002767988,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002719892,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003601448,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002404510,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002424876,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002836545,BROFSArv,BROFSAap,lained
