TotalRows
Total Borrower Account AR Logs: 883

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
Refund of $ approved.,4/22/2013,1009752070,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003775617,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009717776,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003876727,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010036711,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010310330,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010292350,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010266436,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010226143,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010226697,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010181966,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010131930,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010109905,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010082999,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010072386,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009976101,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009978523,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009977097,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009935722,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009848868,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009773351,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009751834,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009736359,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009690936,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003809062,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003727454,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/2/2013,1010324240,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/2/2013,1010324240,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003792978,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003814397,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003832210,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003812952,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010150117,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010125101,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010115361,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010114906,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010091352,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010026760,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009992004,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009975982,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009957307,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009909014,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009871045,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009835427,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009744054,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003790179,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003719627,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010318399,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010311099,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009885073,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003803065,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003864029,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010182427,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009868511,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010095363,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003757625,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009795672,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009795672,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003866759,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003937226,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003799215,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010307162,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009829824,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010256353,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009715498,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003917170,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009773781,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010122568,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010122568,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010229923,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010133362,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003703548,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009883652,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009750782,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003741932,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009821012,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010280974,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003683793,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009793924,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003700761,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003749102,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1009810033,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010249720,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010231744,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1003767840,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010128238,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010004215,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009956714,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003804458,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009704606,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003752973,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010116516,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009952887,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009936517,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009874869,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003709645,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010226019,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010134821,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010275433,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003706199,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010264014,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003926799,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010130352,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010075711,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010025159,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010003453,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009979273,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009897788,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009871718,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009863856,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009767515,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003834633,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010302270,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010298621,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010270104,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009870159,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010162534,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003717897,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003766383,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003823013,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003775400,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1009733236,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1003867539,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010319640,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010278259,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010256741,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010214419,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010138335,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1009979010,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1003727348,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010076908,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1010121591,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1003744598,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1009710925,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1009716447,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1009803944,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1010015198,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1009726408,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1009842266,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1010019490,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1010151218,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1009758957,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1010214309,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009693635,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010272747,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010304663,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010309263,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010066781,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010087395,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009942930,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003767958,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003783533,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010220497,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003729386,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009715340,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010196500,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010287541,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010037157,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010279796,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010023940,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009759465,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010196201,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010183556,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010079587,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010033225,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009966279,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009859696,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009843933,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009830133,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003689671,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003840304,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003823307,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003727605,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1003810797,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010278029,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010257411,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010214762,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010036078,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010003563,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1009954702,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010031453,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/6/2013,1010125101,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/6/2013,1010095363,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/6/2013,1010079809,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/6/2013,1010231744,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010210466,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1009859108,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010061826,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010317001,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1009904618,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1009937862,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1003794409,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1003708812,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1003741772,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1009996355,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1003790271,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010255260,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/18/2013,1003712877,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/21/2013,1010078125,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/21/2013,1009768211,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/21/2013,1009942930,BROFSArv,BROFSAap,lained
Refund of $ approved.,7/12/2013,1003857913,BROFSArv,BROFSAap,lained
Refund of $ approved.,7/12/2013,1003857913,BROFSArv,BROFSAap,lained
Refund of $ approved.,7/18/2013,1003857913,BROFSArv,BROFSAap,lained
Refund of $ approved.,8/14/2013,1009842266,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1011799211,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1011355025,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010845556,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010644189,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010520450,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010395569,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010323402,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010313290,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010358815,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010441524,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010323833,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010322582,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1011291804,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010715498,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010618314,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010588624,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010591471,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010366761,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010364658,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010843513,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010337743,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010668068,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1011383000,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1011274139,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010852722,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010737040,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010721946,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010561411,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010460566,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010450965,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010429412,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010366555,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010323087,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1011373968,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1015073423,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010612443,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010539582,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010357682,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010815944,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010434331,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010794599,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010313214,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010476665,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010357727,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010405525,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010457247,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010491497,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010491988,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010617398,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010428151,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010408278,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010527464,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1011393897,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1010600756,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1011312227,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010575666,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010576537,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1011349328,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010671152,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010579995,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010796644,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010713456,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010426939,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010566824,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010399992,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1011387433,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1011388745,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1011306393,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010839110,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010731582,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010495100,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010624716,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010501015,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010482864,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1010342722,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010454279,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010428203,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010353641,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010343659,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010323123,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010324786,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1015040978,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1011516398,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1011277152,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1011371900,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1011342600,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1011273580,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1010802743,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1010384468,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010367621,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1011316782,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010422669,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010457268,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010423648,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010459753,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010527964,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1011354621,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010413976,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010462701,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010689038,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1015895008,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010379235,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010483080,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010536645,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010394895,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010700189,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010451530,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010375990,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010322541,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010845940,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010808944,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010794919,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010787290,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010587455,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010708337,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1011345569,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010492970,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1011342349,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010485926,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010844924,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010460574,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010460574,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010460574,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010610415,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010693291,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1010639012,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/2/2013,1010496565,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/2/2013,1010508186,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/6/2013,1011278114,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010599011,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010328813,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010733567,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/15/2013,1010809681,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/16/2013,1010400783,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/18/2013,1010428771,BROFSArv,BROFSAap,lained
Refund of $ approved.,7/12/2013,1010384046,BROFSArv,BROFSAap,lained
Refund of $ approved.,8/14/2013,1010737040,BROFSArv,BROFSAap,lained
"Refund of $$    1,696.00  approved.",7/1/2013,1003781880,BROFSArv,BROFSAap,lained
Refund of $$                       85.62  approved.,7/1/2013,1003729386,BROFSArv,BROFSAap,lained
Refund of $$                       85.62  approved.,7/2/2013,1003729386,BROFSArv,BROFSAap,lained
Refund of $101.95 approved.,5/2/2013,1010376453,BROFSArv,BROFSAap,lained
Refund of $101.95 approved.,5/7/2013,1010376453,BROFSArv,BROFSAap,lained
Refund of $102.32 approved.,5/20/2013,1010561411,BROFSArv,BROFSAap,lained
Refund of $103.69 approved.,6/18/2013,1011316782,BROFSArv,BROFSAap,lained
Refund of $103.69 approved.,6/24/2013,1011316782,BROFSArv,BROFSAap,lained
Refund of $1037.8 approved.,6/12/2013,1010591471,BROFSArv,BROFSAap,lained
Refund of $1138 approved.,5/2/2013,1010078125,BROFSArv,BROFSAap,lained
Refund of $119.63 approved.,8/13/2013,1003823307,BROFSArv,BROFSAap,lained
Refund of $123 approved.,5/2/2013,1010093075,BROFSArv,BROFSAap,lained
